ligand_id,component_id,status,source_smiles,canonical_smiles,smiles_source,source_locator,source_count
137,G05,resolved,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)OC2C[C@@H]3[C@H](C2)OCCO3)O)S(=O)(=O)c4ccc(cc4)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC2C[C@@H]3OCCO[C@@H]3C2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
916,G07,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)C(=O)O,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(C(=O)O)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
917,G08,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)C(=O)N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(C(N)=O)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,6
103,G0G,resolved,c1ccc(cc1)CN([C@H]2CNC[C@@H]2N(Cc3ccccc3)S(=O)(=O)c4ccccc4)S(=O)(=O)c5ccccc5,O=S(=O)(c1ccccc1)N(Cc1ccccc1)[C@H]1CNC[C@@H]1N(Cc1ccccc1)S(=O)(=O)c1ccccc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
661,G0T,resolved,CN(Cc1ccccc1C(=O)NCc2ccc(cc2)OC)Cc3ccc4c(c3C(=O)O)OC[C@@H](O4)CCC(=O)O,COc1ccc(CNC(=O)c2ccccc2CN(C)Cc2ccc3c(c2C(=O)O)OC[C@H](CCC(=O)O)O3)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
287,G10,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2C(CO3)(F)F)O)S(=O)(=O)c4ccc(cc4)N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC(F)(F)[C@H]21)S(=O)(=O)c1ccc(N)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,7
818,G23,resolved,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)NCc2ccccc2)NC(=O)Cc3ccccc3)C(=O)O)C,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
819,G26,resolved,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)NCc2ccccc2)NC(=O)Cc3ccccc3)C(=O)N[C@H](Cc4ccccc4)CO)C,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(=O)N[C@@H](CO)Cc1ccccc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
820,G37,resolved,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)NCc2ccccc2)NC(=O)Cc3ccccc3)C(=O)N[C@H](Cc4ccccc4)[C@@H](CC(=O)NCc5[nH]c6ccccc6n5)O)C,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCc1nc2ccccc2[nH]1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
104,G3G,resolved,c1ccc(cc1)CN([C@H]2CNC[C@@H]2N(Cc3ccccc3)S(=O)(=O)c4ccc(cc4)N)S(=O)(=O)c5ccc(cc5)N,Nc1ccc(S(=O)(=O)N(Cc2ccccc2)[C@H]2CNC[C@@H]2N(Cc2ccccc2)S(=O)(=O)c2ccc(N)cc2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,7
625,G40,resolved,CC(C)(C)[C@@H](C(=O)NC)NC(=O)[C@@](CCC[N@](Cc1ccc(cc1)c2ccsc2)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)(Cc3ccccc3)O,CNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(-c2ccsc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
945,G43,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccc(c(c1)Cl)OC)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(OC)c(Cl)c2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
105,G4G,resolved,c1ccc(cc1)CN([C@H]2CNC[C@@H]2N(Cc3ccccc3)S(=O)(=O)c4ccc(cc4)C(=O)N)S(=O)(=O)c5ccc(cc5)C(=O)N,NC(=O)c1ccc(S(=O)(=O)N(Cc2ccccc2)[C@H]2CNC[C@@H]2N(Cc2ccccc2)S(=O)(=O)c2ccc(C(N)=O)cc2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,7
244,G52,resolved,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2[C@H]4CCO[C@H]4O3)O)S(=O)(=O)c5ccc(cc5)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3O[C@@H]4OCC[C@@H]4[C@H]32)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,23
956,G53,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)c5nc(co5)C(=O)OC,COC(=O)c1coc(-c2ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)cc2)n1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
136,G55,resolved,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@@H]2CCOCOC2)O)S(=O)(=O)c3ccc(cc3)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CCOCOC2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
293,G61,resolved,CC(C)CN(C[C@H]([C@H](Cc1cccc(c1)c2cc(cc(c2)OC)OC)NC(=O)OC(C)(C)C)O)S(=O)(=O)c3ccc(cc3)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2cccc(-c3cc(OC)cc(OC)c3)c2)NC(=O)OC(C)(C)C)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
292,G64,resolved,Cc1cc(cc(c1)C(=O)N(C)Cc2c(oc(n2)C)C)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CN(CC(C)C)S(=O)(=O)c4ccc(cc4)OC)O,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C)cc(C(=O)N(C)Cc3nc(C)oc3C)c2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2612,G65,resolved,Cc1ccc(cc1Nc2nc(cs2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
998,G6R,resolved,CC(C)CN(C[C@H]([C@H](Cc1cc(cc(c1)F)F)NC(=O)C[C@H]2[C@@H]3C[C@@H]4[C@H]2CO[C@@H]4OC3)O)S(=O)(=O)c5ccc6c(c5)sc(n6)NC7CC7,CC(C)CN(C[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)C[C@H]1[C@H]2CO[C@H]3OC[C@@H]1[C@H]3C2)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
245,G73,resolved,Cc1cc(cc(c1Nc2nc3c(c(n2)Nc4ccc(cc4)OC)[nH]cn3)C)/C=C/C#N,COc1ccc(Nc2nc(Nc3c(C)cc(/C=C/C#N)cc3C)nc3nc[nH]c23)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1002,G77,resolved,CC(C)CN(C[C@H]([C@H](Cc1cc(cc(c1)F)F)NC(=O)O[C@@H]2C[C@H]3C[C@H]4[C@@H]2CO[C@H]4O3)O)S(=O)(=O)c5ccc6c(c5)sc(n6)NC7CC7,CC(C)CN(C[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)O[C@@H]1C[C@H]2C[C@@H]3[C@@H](OC[C@@H]31)O2)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
918,G79,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCC[C@@H]3[C@H]2[C@H]4CCO[C@H]4O3)O)S(=O)(=O)c5ccc(cc5)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCC[C@H]3O[C@@H]4OCC[C@@H]4[C@@H]23)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2630,G7L,resolved,CN(Cc1nc(cs1)C(F)(F)F)C(=O)C=C,C=CC(=O)N(C)Cc1nc(C(F)(F)F)cs1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1137,G7M,resolved,C[n+]1cn(c2c1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2990,G7O,resolved,C=CC(=O)N(Cc1nc2ccccc2s1)C3CC3,C=CC(=O)N(Cc1nc2ccccc2s1)C1CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
211,G89,resolved,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@@H]2C[C@H]3[C@@H](C2)OC[C@@H]3O)O)S(=O)(=O)c4ccc(cc4)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](O)CO[C@@H]3C2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1001,G8R,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2C[C@@H]3C[C@@H]4[C@H]2CO[C@@H]4O3)O)S(=O)(=O)c5ccc6c(c5)sc(n6)NC7CC7,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1C[C@@H]2C[C@H]3[C@H](OC[C@H]31)O2)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
963,GA5,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)c2ccc3c(c2)[C@@H](CC[C@@H]3O)NC(=O)OC(C)(C)C)O)S(=O)(=O)c4ccc(cc4)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc3c(c2)[C@H](NC(=O)OC(C)(C)C)CC[C@@H]3O)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
962,GA8,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)c2ccc3c(c2)[C@H](CCS3)NC(=O)OC(C)(C)C)O)S(=O)(=O)c4ccc(cc4)OC,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc3c(c2)[C@@H](NC(=O)OC(C)(C)C)CCS3)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
810,GAN,resolved,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)OC)NC(=O)[C@H](C)[N@@]1CCC(=C[C@H](C1)Cc2ccccc2)[C@H](C)NC(=O)[C@H](C)N,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)N1CCC([C@H](C)NC(=O)[C@H](C)N)=C[C@@H](Cc2ccccc2)C1)C(C)C)C(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1020,GCA,resolved,CCOCN1C(=C(C(=O)NC1=O)C(C)C)Cc2cc(cc(c2)C)C,CCOCn1c(Cc2cc(C)cc(C)c2)c(C(C)C)c(=O)[nH]c1=O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1200,GDP,resolved,c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1797,GE6,resolved,C1=C(N=C(C(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C(=O)N)F,NC(=O)c1nc(F)cn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c1=O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,5
745,GE7,resolved,Cc1ccc(cc1)c2c3ccccc3nc(c2[C@@H](C(=O)O)OC(C)(C)C)C,Cc1ccc(-c2c([C@H](OC(C)(C)C)C(=O)O)c(C)nc3ccccc23)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
3009,GE9,resolved,c1c(cc(c(c1C(=O)N)I)I)I,NC(=O)c1cc(I)cc(I)c1I,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
746,GEI,resolved,Cc1c(c(c(c(n1)C)[C@@H](C(=O)O)OC(C)(C)C)N2CCC(CC2)(C)C)c3ccc(cc3)OCCc4ccc(cc4)F,Cc1nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(N2CCC(C)(C)CC2)c1-c1ccc(OCCc2ccc(F)cc2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
138,GFA,resolved,c1ccc(cc1)C(=O)c2cc(ccc2OCC(=O)Nc3ccccc3)Cl,O=C(COc1ccc(Cl)cc1C(=O)c1ccccc1)Nc1ccccc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
881,GGV,resolved,CC(C)(C)[C@@H](C(=O)N[C@H](Cc1ccc(cc1)c2ccccn2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)[C@H](C(C)(C)C)N4C=CN(C4=O)Cc5cccc(n5)C(C)(C)O)O)NC(=O)OC,COC(=O)N[C@H](C(=O)N[C@H](Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](n1ccn(Cc2cccc(C(C)(C)O)n2)c1=O)C(C)(C)C)C(C)(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
880,GGW,resolved,CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)c2ccccn2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
882,GGX,resolved,Cc1cccc(n1)CN2C=CN(C2=O)[C@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](C[C@@H](Cc4ccc(cc4)c5ccccn5)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)C(C)(C)C,COC(=O)N[C@H](C(=O)N[C@H](Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](n1ccn(Cc2cccc(C)n2)c1=O)C(C)(C)C)C(C)(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,6
2927,GHX,resolved,c1ccc(cc1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO)NC(=O)OCc3ccccc3,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)OCc1ccccc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2575,GJ3,resolved,C[C@H]([C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)NN(C[C@@H]2CCNC2=O)C(=O)C)NC(=O)OCc3ccccc3)OC(C)(C)C,CC(=O)N(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1844,GKF,resolved,c1cc(c2c(c1)c(n[nH]2)I)C=O,O=Cc1cccc2c(I)n[nH]c12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1100,GKP,resolved,c1c(cc(c(c1)O)O)/C=C/C(=O)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c2cc(c(cc2)O)O)C(=O)O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2989,GME,resolved,COC(=O)CC[C@@H](C(=O)O)N,COC(=O)CC[C@H](N)C(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1103,GMP,resolved,c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1205,GNP,resolved,c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(NP(=O)(O)O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2731,GO3,resolved,Cc1cc2c(c(c(c(c2C(C)C)O)O)C=O)c(c1c3c(cc4c(c3O)c(c(c(c4C(C)C)O)O)C=O)C)O,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1460,GOV,resolved,C[C@@H](CNCc1ccc2c(c1)OCO2)O,C[C@H](O)CNCc1ccc2c(c1)OCO2,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1182,GQJ,resolved,COC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccco2)O,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1ccco1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1846,GQU,resolved,c1c(cc(cc1F)F)CCC(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CCc1cc(F)cc(F)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
959,GR5,resolved,CC(C)CN(C[C@H]([C@H](Cc1cc(cc(c1)F)F)NC(=O)O[C@H]2C[C@H]3CO[C@@H]4[C@H]3[C@H]2CCO4)O)S(=O)(=O)c5ccc6c(c5)sc(n6)NC7CC7,CC(C)CN(C[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)O[C@H]1C[C@H]2CO[C@H]3OCC[C@@H]1[C@@H]23)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
151,GR6,resolved,COc1ccc2c(c1)OCC\C=C\CCCCN(S2(=O)=O)C[C@H]([C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O,COc1ccc2c(c1)OCC/C=C/CCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]3OCC[C@H]31)S2(=O)=O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
954,GR7,resolved,COc1ccc2c(c1)COC/C=C/CCCCN(S2(=O)=O)C[C@H]([C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O,COc1ccc2c(c1)COC/C=C/CCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]3OCC[C@H]31)S2(=O)=O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
958,GR8,resolved,CC(C)CN(C[C@H]([C@H](Cc1cc(cc(c1)F)F)NC(=O)O[C@@H]2C[C@@H]3CO[C@H]4[C@@H]3[C@@H]2CCO4)O)S(=O)(=O)c5ccc6c(c5)sc(n6)NC7CC7,CC(C)CN(C[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)O[C@@H]1C[C@@H]2CO[C@@H]3OCC[C@H]1[C@H]23)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
75,GRL,resolved,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@@H]2C[C@@H]3CCO[C@@H]3C2)O)S(=O)(=O)c4ccc(cc4)CO,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2CCO[C@@H]2C1)S(=O)(=O)c1ccc(CO)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1563,GT4,resolved,COCC(=O)Nc1ccc(cc1)O,COCC(=O)Nc1ccc(O)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2317,GT7,resolved,C1CCC(CC1)NC(=O)CC#N,N#CCC(=O)NC1CCCCC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1772,GTA,resolved,C[n+]1cn(c2c1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O,C[n+]1cn([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,14
2544,GTG,resolved,C[n+]1cn(c2c1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)OP(=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5N=C(NC6=O)N)O)O)O)O,C[n+]1cn([C@@H]2O[C@H](CO[P@@](=O)(O)OP(=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
38,GTP,resolved,c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,60
1102,GUN,resolved,c1[nH]c2c(n1)C(=O)NC(=N2)N,Nc1nc2[nH]cnc2c(=O)[nH]1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1330,GVH,resolved,c1cc2cc[nH]c2nc1,c1cnc2[nH]ccc2c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1042,GWB,resolved,CC(C)C1=C(c2cc(ccc2NC1=O)F)OC#CC3CC3,CC(C)c1c(OC#CC2CC2)c2cc(F)ccc2[nH]c1=O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
139,GWE,resolved,Cc1cc(ccc1NC(=O)COc2ccc(cc2C(=O)c3cc(cc(c3)F)C(F)(F)F)Cl)S(N)(O)O,Cc1cc(S(N)(O)O)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(F)cc(C(F)(F)F)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,7
1522,GWG,resolved,Cn1c2ccccc2c(n1)C(=O)N,Cn1nc(C(N)=O)c2ccccc21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
141,GWI,resolved,CCC(=O)NS(=O)(=O)c1ccc(c(c1)C)NC(=O)COc2ccc(cc2C(=O)c3cc(cc(c3)Cl)C#N)Cl,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(Cl)cc(C#N)c2)c(C)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
140,GWJ,resolved,Cc1cc(ccc1NC(=O)COc2ccc(cc2C(=O)c3cc(cc(c3)Cl)C#N)Cl)S(=O)(=O)N,Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(Cl)cc(C#N)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1453,GWP,resolved,c1c(nc([nH]1)C2CC2)C(=O)N,NC(=O)c1c[nH]c(C2CC2)n1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1213,GWS,resolved,c1cc(cnc1)NC(=O)CC2CCCCC2,O=C(CC1CCCCC1)Nc1cccnc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1450,GWV,resolved,CC(C)NCc1ccc(cc1)N(C)C,CC(C)NCc1ccc(N(C)C)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1445,GWY,resolved,CN(C[C@@H]1CCOC1)c2c(cncn2)Cl,CN(C[C@@H]1CCOC1)c1ncncc1Cl,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
