ligand_id,component_id,status,source_smiles,canonical_smiles,smiles_source,source_locator,source_count
1543,NZJ,resolved,Cc1cccc(c1)C(=O)N2CCC(CC2)C(=O)N,Cc1cccc(C(=O)N2CCC(C(N)=O)CC2)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2018,NZK,resolved,CC(=O)N1CCN(CC1)CC(=O)Nc2cncc3c2cccc3,CC(=O)N1CCN(CC(=O)Nc2cncc3ccccc23)CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
679,NZL,resolved,c1ccc2c(c1)C[C@@H]([C@H]2Cc3ccc4c(c3C(=O)O)OCO4)NC(=O)CCCCCN,NCCCCCC(=O)N[C@H]1Cc2ccccc2[C@@H]1Cc1ccc2c(c1C(=O)O)OCO2,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,7
588,O0B,resolved,C[C@@H](CC(F)(F)F)[C@@H](C(=O)O)N,C[C@@H](CC(F)(F)F)[C@H](N)C(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2019,O0C,resolved,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccnc3,O=C(Cc1cccc(Cl)c1)Nc1cncc2cnccc12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2020,O0R,resolved,c1cc(cc(c1)Cl)CC(=O)Nc2cnccc2C3CC3,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C1CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1216,O0S,resolved,CC(=O)Nc1ccc(cc1)Oc2ncccn2,CC(=O)Nc1ccc(Oc2ncccn2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,5
2021,O0X,resolved,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccn3,O=C(Cc1cccc(Cl)c1)Nc1cncc2ncccc12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,5
2022,O1I,resolved,Cc1ccncc1NC(=O)[C@H](CO)c2cccc(c2)Cl,Cc1ccncc1NC(=O)[C@H](CO)c1cccc(Cl)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2023,O1X,resolved,Cc1ccncc1NC(=O)[C@H](C)OC(F)F,Cc1ccncc1NC(=O)[C@H](C)OC(F)F,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
748,O20,resolved,Cc1cccc(c1CN2CCc3cc(ccc3C2)c4cnc(c(c4N5CCC(CC5)(C)C)[C@@H](C(=O)O)OC(C)(C)C)C)Cl,Cc1cccc(Cl)c1CN1CCc2cc(-c3cnc(C)c([C@H](OC(C)(C)C)C(=O)O)c3N3CCC(C)(C)CC3)ccc2C1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1194,O2A,resolved,CNC(=O)c1cccc2c1[nH]cc2,CNC(=O)c1cccc2cc[nH]c12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,5
1530,O2M,resolved,Cc1csc(n1)CNC(=O)c2ccn[nH]2,Cc1csc(CNC(=O)c2ccn[nH]2)n1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2024,O2R,resolved,CCCCOc1ccc(cc1CC(=O)Nc2cnccc2C)Cl,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
102,O33,resolved,CC1([C@H](N(CS1)C(=O)[C@H]([C@H](Cc2ccccc2)NC(=O)[C@H](CSC)NC(=O)COc3cccc4c3ccnc4)O)C(=O)N[C@H]5c6ccccc6C[C@H]5O)C,CSC[C@H](NC(=O)COc1cccc2cnccc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1520,O3G,resolved,c1ccc(cc1)CNCc2ccc(cc2)F,Fc1ccc(CNCc2ccccc2)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
2025,O3I,resolved,Cc1ccc(c(c1F)F)c2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(C)c(F)c2F)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
654,O3N,resolved,C=CCN(Cc1ccccc1C(=O)NCC2CCCCC2)Cc3ccc4c(c3C(=O)O)OC[C@@H](O4)CCC(=O)O,C=CCN(Cc1ccccc1C(=O)NCC1CCCCC1)Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,7
1576,O3R,resolved,CN(Cc1ccc(c(c1)Cl)Cl)c2ccc(cn2)S(=O)(=O)N,CN(Cc1ccc(Cl)c(Cl)c1)c1ccc(S(N)(=O)=O)cn1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1081,O3U,resolved,CC(=O)NC1=NC(=C(C2(C1C#N)CCCCC2)C#N)SC,CSC1=C(C#N)C2(CCCCC2)C(C#N)C(NC(C)=O)=N1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1577,O46,resolved,c1cc(cc(c1)O)CC(=O)NC2(CCOCC2)c3cccc(c3)F,O=C(Cc1cccc(O)c1)NC1(c2cccc(F)c2)CCOCC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1578,O4F,resolved,Cc1cnccc1N2CCC(CC2)C(=O)NC3(CC3)C#N,Cc1cnccc1N1CCC(C(=O)NC2(C#N)CC2)CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1082,O4L,resolved,Cc1cc(c(n1NC(=O)C2=NNC(=O)c3c2cccc3)C)C(=O)C,CC(=O)c1cc(C)n(NC(=O)c2n[nH]c(=O)c3ccccc23)c1C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
579,O51,resolved,c1cc(c(cc1NC(=O)[C@H]2CCCN(C2)C(=O)NCCN)F)Cl,NCCNC(=O)N1CCC[C@H](C(=O)Nc2ccc(Cl)c(F)c2)C1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,5
1083,O5C,resolved,Cc1c(c2ccccn2c1C(=O)c3ccc(cc3)F)C(=O)C,CC(=O)c1c(C)c(C(=O)c2ccc(F)cc2)n2ccccc12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2619,O5F,resolved,C[C@@H](c1ccc2ccccc2c1)NC(=O)c3cccc4c3n(c(n4)c5cncc6c5cccc6)CCCC(=O)NC,CNC(=O)CCCn1c(-c2cncc3ccccc23)nc2cccc(C(=O)N[C@@H](C)c3ccc4ccccc4c3)c21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2620,O5O,resolved,CCC[C@@H](c1ccc(cc1)C(F)(F)F)NC(=O)c2cccc3c2n(c(n3)c4cncc5c4cccc5)C6CC(C6)C(=O)NC,CCC[C@H](NC(=O)c1cccc2nc(-c3cncc4ccccc34)n(C3CC(C(=O)NC)C3)c12)c1ccc(C(F)(F)F)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
665,O5U,resolved,c1ccc2c(c1)C[C@@H]([C@@H]2Cc3ccc4c(c3C(=O)O)OC[C@H](O4)CCC(=O)O)NC(=O)CCCCCN,NCCCCCC(=O)N[C@H]1Cc2ccccc2[C@H]1Cc1ccc2c(c1C(=O)O)OC[C@@H](CCC(=O)O)O2,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
2621,O69,resolved,C[C@@H](c1ccc2ccccc2c1)NC(=O)c3cccc4c3n(c(n4)c5cncc6c5cccc6)C7CC(C7)C(=O)NC,CNC(=O)C1CC(n2c(-c3cncc4ccccc34)nc3cccc(C(=O)N[C@@H](C)c4ccc5ccccc5c4)c32)C1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1791,O6K,resolved,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)[C@H](C(=O)NCc4ccccc4)O,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)[C@@H](O)C(=O)NCc2ccccc2)c1=O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,6
2027,O87,resolved,c1ccc2c(c1)C(=CC(=O)N2)C(=O)N3CCN(CC3)c4cccc(c4)C(F)(F)F,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2028,O8L,resolved,Cc1ccncc1NC(=O)[C@@H](C)c2cc(cc(c2)Cl)O[C@@H]3CC(=O)N3,Cc1ccncc1NC(=O)[C@@H](C)c1cc(Cl)cc(O[C@@H]2CC(=O)N2)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2029,O9O,resolved,COc1cccc(n1)Oc2cc(cc(c2)Cl)NC(=O)Cc3cncc4c3cccc4,COc1cccc(Oc2cc(Cl)cc(NC(=O)Cc3cncc4ccccc34)c2)n1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2030,O9X,resolved,Cc1ccncc1NC(=O)[C@@H](C)OC(F)F,Cc1ccncc1NC(=O)[C@@H](C)OC(F)F,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2031,OAO,resolved,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc(no3)C,Cc1noc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1857,OAR,resolved,[H]/N=C(/N)\NCCC[C@@H](CO)N,[H]/N=C(/N)NCCC[C@H](N)CO,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
587,OBF,resolved,C([C@@H](C(=O)O)N)C(F)F,N[C@@H](CC(F)F)C(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2032,OBO,resolved,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2[nH]cn3,O=C(Cc1cccc(Cl)c1)Nc1cncc2nc[nH]c12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2638,OCA,resolved,CCCCCCCC(=O)O,CCCCCCCC(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2033,OCI,resolved,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NS(=O)(=O)N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
740,OCS,resolved,C([C@@H](C(=O)O)N)S(=O)(=O)O,N[C@@H](CS(=O)(=O)O)C(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1092,OCT,resolved,CCCCCCCC,CCCCCCCC,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2034,OD7,resolved,COc1ccc2c(c1)n(nn2)CC(=O)N(Cc3ccccn3)c4ccc(cc4)C5CCNCC5,COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(C4CCNCC4)cc3)c2c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2508,ODN,resolved,C[C@@H]1[C@@H]2CC[C@H]3[C@@]45CO[C@@]([C@]3([C@@H]2O)C1=O)([C@H]([C@@H]4C(CC[C@@H]5O)(C)C)O)O,C[C@H]1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2035,ODX,resolved,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)N[C@H]3CCC[C@@H]3O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2CCC[C@@H]2O)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2036,OE6,resolved,c1ccc2c(c1)nnn2NC(=O)Cc3cccc(c3)Cl,O=C(Cc1cccc(Cl)c1)Nn1nnc2ccccc21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,5
2646,OEI,resolved,c1ccc(cc1)CNCCO,OCCNCc1ccccc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2037,OEO,resolved,CN(C)c1ccc(cc1)N(Cc2ccsc2)C(=O)Cc3cncc4c3cccc4,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2cncc3ccccc23)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2663,OF6,resolved,CNCc1csc(n1)c2cccc(c2)Cl,CNCc1csc(-c2cccc(Cl)c2)n1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2740,OF9,resolved,c1ccc(cc1)C[C@H]([C@@H](C(=O)NCc2ccccn2)O)NC(=O)[C@H]3CC(CN3C(=O)C4CCC(CC4)(F)F)(F)F,O=C(NCc1ccccn1)[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H]1CC(F)(F)CN1C(=O)C1CCC(F)(F)CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2038,OFX,resolved,CN(C)c1ccc(cc1)N(Cc2ccn[nH]2)C(=O)Cn3c4ccccc4nn3,CN(C)c1ccc(N(Cc2ccn[nH]2)C(=O)Cn2nnc3ccccc32)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2662,OG3,resolved,C[C@H](c1ccc(cc1)Cl)N,C[C@@H](N)c1ccc(Cl)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2039,OGF,resolved,CNC(=O)Nc1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,CNC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2052,OGO,resolved,COc1ccccc1OC2CN(C2)C(=O)C3=CC(=O)Nc4c3cccc4,COc1ccccc1OC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2051,OGV,resolved,c1ccn2c(c1)nnc2NC(=O)Cc3cccc(c3)Cl,O=C(Cc1cccc(Cl)c1)Nc1nnc2ccccn12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2652,OH9,resolved,COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O,COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1318,OHB,resolved,c1ccc(c(c1)C(=O)N)O,NC(=O)c1ccccc1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2040,OHC,resolved,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)CNC(=O)C,CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
1352,OHP,resolved,c1ccc(c(c1)CC(=O)O)O,O=C(O)Cc1ccccc1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2647,OHR,resolved,c1nc(c2c(n1)n(cn2)[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)O)O)O)O)N,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H]2O)O1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2648,OI3,resolved,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)F)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1F,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2041,OI4,resolved,Cc1ccncc1NC(=O)[C@@H]2CCOc3c2cc(cc3)Cl,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,6
2649,OI6,resolved,c1nc(c2c(n1)n(c(n2)Br)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O)N,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2042,OIE,resolved,c1ccc2c(c1)cncc2NC(=O)Cc3cc(ccn3)Cl,O=C(Cc1cc(Cl)ccn1)Nc1cncc2ccccc12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2651,OIG,resolved,CCOP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O,CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
2043,OIK,resolved,c1ccc(cc1)N2CCN(CC2)C(=O)c3cncc4c3cccc4,O=C(c1cncc2ccccc12)N1CCN(c2ccccc2)CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
845,OIS,resolved,Cc1nc(cs1)CN2CCN(C2=O)[C@@H](C(C)C)C(=O)N[C@@H](Cc3ccccc3)[C@@H](C[N@](CC(C)C)S(=O)(=O)c4ccc(cc4)\C=N\O)O,Cc1nc(CN2CCN([C@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(/C=N/O)cc3)C(C)C)C2=O)cs1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2044,OIX,resolved,COc1ccccc1OCCNC(=O)c2cncc3c2cccc3,COc1ccccc1OCCNC(=O)c1cncc2ccccc12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2045,OJ9,resolved,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc4c3occ4)Cl,O=C(Cc1cc(Cl)cc2ccoc12)Nc1cncc2ccccc12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2046,OJO,resolved,CC(=O)N1CCN(CC1)Cc2cc(cc(c2)Cl)O,CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2047,OK9,resolved,c1cc(sc1)C(=O)N/C(=C\c2ccc(s2)N3CCOCC3)/C=O,O=C/C(=C/c1ccc(N2CCOCC2)s1)NC(=O)c1cccs1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2048,OKW,resolved,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCC3,O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCC2,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2049,OLX,resolved,CCc1ccc2c(c1)[C@H](C(=O)N2CC(=O)O)O,CCc1ccc2c(c1)[C@@H](O)C(=O)N2CC(=O)O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
703,OM1,resolved,COc1ccc(cc1)CNC(=O)c2ccccc2C[NH2+]Cc3ccc4c(c3C(=O)O)OCO4,COc1ccc(CNC(=O)c2ccccc2C[NH2+]Cc2ccc3c(c2C(=O)O)OCO3)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
672,OM3,resolved,C[NH+](Cc1ccccc1C(=O)NCC2CCCCC2)Cc3ccc4c(c3C(=O)O)OCO4,C[NH+](Cc1ccccc1C(=O)NCC1CCCCC1)Cc1ccc2c(c1C(=O)O)OCO2,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
1110,OMG,resolved,CO[C@@H]1[C@@H]([C@H](O[C@H]1n2cnc3c2N=C(NC3=O)N)COP(=O)(O)O)O,CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
1109,OMU,resolved,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,1
778,ON1,resolved,c1cc(c(cc1Cc2nc(c(c(n2)O)O)C(=O)O)Cl)Cl,O=C(O)c1nc(Cc2ccc(Cl)c(Cl)c2)nc(O)c1O,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2050,ONU,resolved,COc1ccccc1NC2CN(C2)C(=O)C3=CC(=O)Nc4c3cccc4,COc1ccccc1NC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
680,ONZ,resolved,c1cc(c2c(c1)OCO2)C(=O)NCC(=O)O,O=C(O)CNC(=O)c1cccc2c1OCO2,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,4
987,OO4,resolved,COC(=O)N[C@@H](C1CC1)C(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1CC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2053,OO6,resolved,C[C@@H]1COc2ccc(cc2[C@@H]1C(=O)Nc3cncc4c3cccc4)Cl,C[C@@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2054,OOL,resolved,[H]/N=C/c1nc(cc(n1)OC)OC,[H]/N=C/c1nc(OC)cc(OC)n1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
984,OP7,resolved,COC(=O)N[C@@H](C1CCCC1)C(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1CCCC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
983,OPJ,resolved,COC(=O)NC1(CCCC1)C(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O,COC(=O)NC1(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)CCCC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2055,OPU,resolved,Cc1ccn2cnnc2c1NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,Cc1ccn2cnnc2c1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
992,OQ7,resolved,COC(=O)N[C@@H](C1CCCC1)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1CCCC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
989,OQA,resolved,CC[C@@H](C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](C[C@H](Cc2ccccc2)NC(=O)O[C@H]3CO[C@@H]4[C@H]3CCO4)O)NC(=O)OC,CC[C@@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
988,OQD,resolved,CC[C@H](C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](C[C@H](Cc2ccccc2)NC(=O)O[C@H]3CO[C@@H]4[C@H]3CCO4)O)NC(=O)OC,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2056,OQF,resolved,CN(C)c1ccc(cc1)N(Cc2cscn2)C(=O)Cn3c4ccccc4nn3,CN(C)c1ccc(N(Cc2cscn2)C(=O)Cn2nnc3ccccc32)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
986,OQG,resolved,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](C[C@H](Cc2ccccc2)NC(=O)O[C@H]3CO[C@@H]4[C@H]3CCO4)O)NC(=O)OC,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2057,OQL,resolved,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCNc4c3cc(cc4)Cl,O=C(Nc1cncc2ccccc12)[C@@H]1CCNc2ccc(Cl)cc21,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,8
991,OQP,resolved,COC(=O)NC1(CCCC1)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)O[C@H]4CO[C@@H]5[C@H]4CCO5)O,COC(=O)NC1(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)CCCC1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
990,OQV,resolved,CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C[C@@H]([C@H](Cc2ccccc2)NC(=O)O[C@H]3CO[C@@H]4[C@H]3CCO4)O)NC(=O)OC,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C(C)(C)C,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
2058,OQX,resolved,COc1ccc(cc1)N(Cc2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,Components-smiles-stereo-oe.smi,<frozen-chemistry-source>,3
