component_id,source_smiles,source_name,canonical_smiles,chemical_status
T3G,CC(=O)N1CCN(CC1)S(=O)(=O)c2c(cccc2F)F,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,resolved
T3J,CC(=O)N1CCO[C@H](C1)c2ccc(cc2)F,Components-smiles-stereo-oe.smi,CC(=O)N1CCO[C@@H](c2ccc(F)cc2)C1,resolved
T3V,CC(=O)N1CCN(CC1)S(=O)(=O)c2ccccc2F,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2ccccc2F)CC1,resolved
T43,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=S)N[C@@H](C[C@@H]3CCNC3=O)C(=O)c4nc5c(cccc5s4)F)C,Components-smiles-stereo-oe.smi,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=S)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3c(F)cccc3s1)C2(C)C,resolved
T47,CC(=O)N1CCN(CC1)Cc2cccc(c2)Cl,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(Cc2cccc(Cl)c2)CC1,resolved
T4D,CC(=O)N1CCN(CC1)S(=O)(=O)c2ccccc2C#N,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2ccccc2C#N)CC1,resolved
T4J,CC(=O)Nc1cccc(c1)C(=O)N2CCSCC2,Components-smiles-stereo-oe.smi,CC(=O)Nc1cccc(C(=O)N2CCSCC2)c1,resolved
T4M,C[C@@H](c1cccc2c1cccc2)NC(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N[C@@H](C)c1cccc2ccccc12,resolved
T4V,CC(=O)N1CCN(CC1)Cc2cccc3c2cccc3,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(Cc2cccc3ccccc23)CC1,resolved
T4Y,Cc1ccccc1CN2CCCN(CC2)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCCN(Cc2ccccc2C)CC1,resolved
T50,Cc1cccc2c1nc(n2Cc3c(cccc3F)F)c4c(cccc4F)F,Components-smiles-stereo-oe.smi,Cc1cccc2c1nc(-c1c(F)cccc1F)n2Cc1c(F)cccc1F,resolved
T54,c1cscc1[C@@H]2CCC[C@@H]2C(=O)N,Components-smiles-stereo-oe.smi,NC(=O)[C@H]1CCC[C@H]1c1ccsc1,resolved
T5D,c1ccnc(c1)C2(CCCC2)CO,Components-smiles-stereo-oe.smi,OCC1(c2ccccn2)CCCC1,resolved
T5G,c1cc(ccc1S(=O)(=O)N)Br,Components-smiles-stereo-oe.smi,NS(=O)(=O)c1ccc(Br)cc1,resolved
T5V,c1c(cncn1)N,Components-smiles-stereo-oe.smi,Nc1cncnc1,resolved
T5Y,c1ccnc(c1)O,Components-smiles-stereo-oe.smi,Oc1ccccn1,resolved
T67,CN1CCN(CC1)C(=O)Cc2c[nH]c3c2cccn3,Components-smiles-stereo-oe.smi,CN1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,resolved
T6B,Cn1ccc2c1nccc2c3ccc(o3)C(=O)N4CCOCC4,Components-smiles-stereo-oe.smi,Cn1ccc2c(-c3ccc(C(=O)N4CCOCC4)o3)ccnc21,resolved
T6J,CS(=O)(=O)Cc1[nH]c2ccccc2n1,Components-smiles-stereo-oe.smi,CS(=O)(=O)Cc1nc2ccccc2[nH]1,resolved
T6M,CC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)Cl,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,resolved
T6O,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(n2)N,Components-smiles-stereo-oe.smi,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,resolved
T6V,CC(=O)N(c1ccccc1)[C@@H]2CS(=O)(=O)C=C2,Components-smiles-stereo-oe.smi,CC(=O)N(c1ccccc1)[C@H]1C=CS(=O)(=O)C1,resolved
T6Y,CC(=O)N1CCN(CC1)Cc2ccc(s2)Cl,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(Cc2ccc(Cl)s2)CC1,resolved
T71,Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)C)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2cc(C)ccc2C)CC1,resolved
T7A,CC(=O)Nc1nc2c(cccc2s1)OC,Components-smiles-stereo-oe.smi,COc1cccc2sc(NC(C)=O)nc12,resolved
T7D,CC(=O)N1CCC(CC1)NC(=O)c2ccccc2,Components-smiles-stereo-oe.smi,CC(=O)N1CCC(NC(=O)c2ccccc2)CC1,resolved
T7G,CC(=O)N1CCC(CC1)C(=O)Nc2ccccc2O,Components-smiles-stereo-oe.smi,CC(=O)N1CCC(C(=O)Nc2ccccc2O)CC1,resolved
T7J,Cc1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N(c1ccc(C)cc1)[C@@H]1C=CS(=O)(=O)C1,resolved
T7P,CC(=O)N(c1ccc(cc1)F)[C@H]2CS(=O)(=O)C=C2,Components-smiles-stereo-oe.smi,CC(=O)N(c1ccc(F)cc1)[C@@H]1C=CS(=O)(=O)C1,resolved
T7S,CC(=O)N1CCC(CC1)C(=O)N2CCCCC2,Components-smiles-stereo-oe.smi,CC(=O)N1CCC(C(=O)N2CCCCC2)CC1,resolved
T7V,C[C@H](c1cccc(c1)Cl)NC(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N[C@H](C)c1cccc(Cl)c1,resolved
T7Y,CC(=O)Nc1cccc(c1)N2CCCC2=O,Components-smiles-stereo-oe.smi,CC(=O)Nc1cccc(N2CCCC2=O)c1,resolved
T81,CC(=O)N1CCN(CC1)Cc2ccc(s2)Br,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(Cc2ccc(Br)s2)CC1,resolved
T84,CC(=O)N1CCN(CC1)Cc2ccsc2,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(Cc2ccsc2)CC1,resolved
T8A,CC(=O)N1Cc2ccccc2[C@@H](C1)c3ccccc3,Components-smiles-stereo-oe.smi,CC(=O)N1Cc2ccccc2[C@H](c2ccccc2)C1,resolved
T8D,CC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(s2)Cl,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,resolved
T8J,CC(=O)N1CCN(CC1)C(=O)c2cccs2,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(C(=O)c2cccs2)CC1,resolved
T8M,CC(=O)N1CCN(CC1)Cc2cccs2,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(Cc2cccs2)CC1,resolved
T8P,CC(=O)N1CCN(CC1)c2ccc(cc2)OC,Components-smiles-stereo-oe.smi,COc1ccc(N2CCN(C(C)=O)CC2)cc1,resolved
T8S,CC(C)N(C)C(=O)C1CCN(CC1)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCC(C(=O)N(C)C(C)C)CC1,resolved
T8V,CC(=O)Nc1cccnc1Cl,Components-smiles-stereo-oe.smi,CC(=O)Nc1cccnc1Cl,resolved
T8Y,CC(=O)N1CCN(CC1)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(C(C)=O)CC1,resolved
T90,Cc1nnc(n1Cc2ccccc2)SCc3cc(ccc3OC)C(=O)C,Components-smiles-stereo-oe.smi,COc1ccc(C(C)=O)cc1CSc1nnc(C)n1Cc1ccccc1,resolved
T9J,CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)NCC#CBr,Components-smiles-stereo-oe.smi,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC#CBr,resolved
T9M,C[C@H]([C@H](C(=O)NCC=C)NC(=O)C)O,Components-smiles-stereo-oe.smi,C=CCNC(=O)[C@H](NC(C)=O)[C@@H](C)O,resolved
T9P,CC(=O)N[C@@H](CC(=O)N)C(=O)NCC=C,Components-smiles-stereo-oe.smi,C=CCNC(=O)[C@H](CC(N)=O)NC(C)=O,resolved
TB9,C[C@H]1CN2c3c(cc(cc3NC2=S)Cl)CN1CC=C(C)C,Components-smiles-stereo-oe.smi,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,resolved
TBG,CC(C)(C)[C@@H](C(=O)O)N,Components-smiles-stereo-oe.smi,CC(C)(C)[C@H](N)C(=O)O,resolved
TBN,c1cn(c2c1c(ncn2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,resolved
TBO,C[C@H]1CN2c3c(ccc(c3C[N@]1CC=C(C)C)Cl)NC2=S,Components-smiles-stereo-oe.smi,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C,resolved
TFA,C(=O)(C(F)(F)F)O,Components-smiles-stereo-oe.smi,O=C(O)C(F)(F)F,resolved
TFO,C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)(O)O,Components-smiles-stereo-oe.smi,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,resolved
TG3,CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)OC(C)(C)C)NC(=O)OCc2ccccc2,Components-smiles-stereo-oe.smi,CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C,resolved
THK,c1cc(ccc1C2(SCCS2)CCCN3CCC(CC3)(c4ccc(cc4)Cl)O)F,Components-smiles-stereo-oe.smi,OC1(c2ccc(Cl)cc2)CCN(CCCC2(c3ccc(F)cc3)SCCS2)CC1,resolved
TK7,CCC(CC)CN(C[C@H]([C@H](Cc1ccc(cc1)OCP(=O)(OCC)OCC)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,Components-smiles-stereo-oe.smi,CCOP(=O)(COc1ccc(C[C@H](NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)[C@H](O)CN(CC(CC)CC)S(=O)(=O)c2ccc(N)cc2)cc1)OCC,resolved
TKX,c1cc(c(cc1COc2cc(cnc2C=O)Br)[N+](=O)[O-])Cl,Components-smiles-stereo-oe.smi,O=Cc1ncc(Br)cc1OCc1ccc(Cl)c([N+](=O)[O-])c1,resolved
TLA,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Components-smiles-stereo-oe.smi,O=C(O)[C@H](O)[C@@H](O)C(=O)O,resolved
TNI,c1cc(c(cc1COc2cc(cnc2C=O)Br)Br)Cl,Components-smiles-stereo-oe.smi,O=Cc1ncc(Br)cc1OCc1ccc(Cl)c(Br)c1,resolved
TNK,CC(C)C1=C(N(C(=O)NC1=O)COCc2ccccc2)Cc3ccccc3,Components-smiles-stereo-oe.smi,CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,resolved
TNV,C[C@H](Cn1cnc2c1ncnc2N)OC[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O,Components-smiles-stereo-oe.smi,C[C@H](Cn1cnc2c(N)ncnc21)OC[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O,resolved
TO1,c1c(c2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C#N,Components-smiles-stereo-oe.smi,N#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,resolved
TPB,Cc1cc(c(c(c1)C)Nc2ccnc(n2)Nc3ccc(cc3)C#N)C,Components-smiles-stereo-oe.smi,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,resolved
TPV,CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)c2cccc(c2)NS(=O)(=O)c3ccc(cn3)C(F)(F)F)O)CCc4ccccc4,Components-smiles-stereo-oe.smi,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,resolved
TQ2,Cc1ccc(cc1C)c2c3ccccc3nc(c2[C@@H](C(=O)O)OC(C)(C)C)C,Components-smiles-stereo-oe.smi,Cc1ccc(-c2c([C@H](OC(C)(C)C)C(=O)O)c(C)nc3ccccc23)cc1C,resolved
TQM,c1cc(cc(c1)F)c2ccc3c(c2)c(c(o3)C#Cc4cccs4)CC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)Cc1c(C#Cc2cccs2)oc2ccc(-c3cccc(F)c3)cc12,resolved
TQX,Cc1c(cc(c2c1CCCO2)F)c3c4ccccc4nc(c3[C@@H](C(=O)O)OC(C)(C)C)C,Components-smiles-stereo-oe.smi,Cc1nc2ccccc2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,resolved
TRP,c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)N,Components-smiles-stereo-oe.smi,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,resolved
TT1,c1ccc(cc1)Cn2c(nnc2SCc3ccccc3Cl)c4cccs4,Components-smiles-stereo-oe.smi,Clc1ccccc1CSc1nnc(-c2cccs2)n1Cc1ccccc1,resolved
TTA,c1ccc(cc1)[As+](c2ccccc2)(c3ccccc3)c4ccccc4,Components-smiles-stereo-oe.smi,c1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,resolved
TTO,c1ccc(cc1)[As+](c2ccccc2)(c3ccccc3)c4ccc(c(c4)O)O,Components-smiles-stereo-oe.smi,Oc1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1O,resolved
TTP,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O,Components-smiles-stereo-oe.smi,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,resolved
TTT,Cc1ccc(cc1C(=O)N[C@H](C)c2cccc3c2cccc3)N,Components-smiles-stereo-oe.smi,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,resolved
TU8,c1ccc2c(c1)CC[C@@]23C(=O)N(C(=O)N3)c4cc(cnc4)F,Components-smiles-stereo-oe.smi,O=C1N[C@]2(CCc3ccccc32)C(=O)N1c1cncc(F)c1,resolved
TXM,Cc1ccc2c(c1)c(c(o2)C#Cc3cccs3)[C@H](C(C)C)C(=O)O,Components-smiles-stereo-oe.smi,Cc1ccc2oc(C#Cc3cccs3)c([C@@H](C(=O)O)C(C)C)c2c1,resolved
TYZ,CC(=O)Nc1ccc(cc1)C(=O)O,Components-smiles-stereo-oe.smi,CC(=O)Nc1ccc(C(=O)O)cc1,resolved
U01,CC(C)[C@@H](c1ccc(cc1)Br)C2=C(c3ccccc3OC2=O)O,Components-smiles-stereo-oe.smi,CC(C)[C@@H](c1ccc(Br)cc1)c1c(O)c2ccccc2oc1=O,resolved
U02,CC[C@H](Cc1ccccc1)C2=CC(=C(C(=O)O2)[C@H](c3cccc(c3)NC(=O)CCNC(=O)OC(C)(C)C)C4C=C4)O,Components-smiles-stereo-oe.smi,CC[C@H](Cc1ccccc1)c1cc(O)c([C@H](c2cccc(NC(=O)CCNC(=O)OC(C)(C)C)c2)C2C=C2)c(=O)o1,resolved
U05,CCN1c2cc(ccc2N(C(=O)c3c1nccc3)C)[N+](=O)[O-],Components-smiles-stereo-oe.smi,CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,resolved
U08,c1cc(n2c1c(ncn2)N)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)C#N,Components-smiles-stereo-oe.smi,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,resolved
U0E,CC(C)[C@H](C[C@@H]([C@H](CC1CCCCC1)NC(=O)C)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N,Components-smiles-stereo-oe.smi,CC(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,resolved
U0M,Cc1nnc(s1)CN2CCC=C(C2)F,Components-smiles-stereo-oe.smi,Cc1nnc(CN2CCC=C(F)C2)s1,resolved
U0P,Cc1cc(no1)CN(C)C(=O)NC2CC2,Components-smiles-stereo-oe.smi,Cc1cc(CN(C)C(=O)NC2CC2)no1,resolved
U0R,c1cc(c(cc1Br)COc2cc(cnc2C=O)Br)Cl,Components-smiles-stereo-oe.smi,O=Cc1ncc(Br)cc1OCc1cc(Br)ccc1Cl,resolved
U0S,c1cnc(cn1)N2CC[C@@]3(C2)CCOC3,Components-smiles-stereo-oe.smi,c1cnc(N2CC[C@]3(CCOC3)C2)cn1,resolved
U0V,c1ccc(c(c1)C(=O)NCCc2ccncc2)F,Components-smiles-stereo-oe.smi,O=C(NCCc1ccncc1)c1ccccc1F,resolved
U0Y,Cc1ccc(cc1)C(=O)N2CCN(CC2)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(C(=O)c2ccc(C)cc2)CC1,resolved
U1A,Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2ccc(C)cc2)CC1,resolved
U1D,CC(=O)NNC(=O)c1cc2c(s1)CCCC2,Components-smiles-stereo-oe.smi,CC(=O)NNC(=O)c1cc2c(s1)CCCC2,resolved
U1G,CC(=O)N1CCN(CC1)C(=O)c2ccco2,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(C(=O)c2ccco2)CC1,resolved
U1J,Cc1ccc(cc1[N+](=O)[O-])COc2cc(cnc2C=O)Br,Components-smiles-stereo-oe.smi,Cc1ccc(COc2cc(Br)cnc2C=O)cc1[N+](=O)[O-],resolved
U1M,Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(S(=O)(=O)c2ccc(C)cc2C)CC1,resolved
U1R,c1ccc2cc(ccc2c1)COc3cc(cnc3C=O)Br,Components-smiles-stereo-oe.smi,O=Cc1ncc(Br)cc1OCc1ccc2ccccc2c1,resolved
U1V,Cc1cc(ccc1CS(=O)(=O)N)F,Components-smiles-stereo-oe.smi,Cc1cc(F)ccc1CS(N)(=O)=O,resolved
U26,c1ccc2c(c1)cncc2N3C(=O)CN(C3=O)Cc4ccc(cc4)F,Components-smiles-stereo-oe.smi,O=C1CN(Cc2ccc(F)cc2)C(=O)N1c1cncc2ccccc12,resolved
U2B,c1ccc2c(c1)cncc2N3C(=O)[C@]4(CCc5c4cccc5)NC3=O,Components-smiles-stereo-oe.smi,O=C1N[C@@]2(CCc3ccccc32)C(=O)N1c1cncc2ccccc12,resolved
U2H,CCCN(C)Cc1c[nH]c2c1cc(cc2)OCc3ccccc3,Components-smiles-stereo-oe.smi,CCCN(C)Cc1c[nH]c2ccc(OCc3ccccc3)cc12,resolved
U2I,C[C@H]1CN(Cc2ccccc2O1)C(=O)Nc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,C[C@H]1CN(C(=O)Nc2cncc3ccccc23)Cc2ccccc2O1,resolved
U2Z,Cc1cc(nn1c2ccccc2CN)CO,Components-smiles-stereo-oe.smi,Cc1cc(CO)nn1-c1ccccc1CN,resolved
U3P,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)O,Components-smiles-stereo-oe.smi,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)[nH]1,resolved
U3X,c1cc(ccc1C[C@@H](C(=O)O)N)NCC2CCCCC2,Components-smiles-stereo-oe.smi,N[C@@H](Cc1ccc(NCC2CCCCC2)cc1)C(=O)O,resolved
U43,CNc1ccc(cc1N)C(F)(F)F,Components-smiles-stereo-oe.smi,CNc1ccc(C(F)(F)F)cc1N,resolved
U4D,c1cc(ncc1C(F)(F)F)O,Components-smiles-stereo-oe.smi,Oc1ccc(C(F)(F)F)cn1,resolved
U5G,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@@H](CC3CCC3)[C@H](C(=O)N)O)C,Components-smiles-stereo-oe.smi,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](CC1CCC1)[C@@H](O)C(N)=O)C2(C)C)C(C)(C)C,resolved
U5L,Cc1ccc(c(c1[C@@H](C(=O)O)OC(C)(C)C)c2ccc3c(c2C)CCCO3)C4CC4,Components-smiles-stereo-oe.smi,Cc1ccc(C2CC2)c(-c2ccc3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,resolved
U5P,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Components-smiles-stereo-oe.smi,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,resolved
U5S,Cc1ccc(c(c1[C@@H](C(=O)O)OC2CC2)c3cc(c4c(c3C)CCCO4)F)C5CC5,Components-smiles-stereo-oe.smi,Cc1ccc(C2CC2)c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC1CC1)C(=O)O,resolved
U60,Cc1ccc(c(c1[C@@H](C(=O)O)OC2CC2)c3ccc4c(c3C)CCCO4)C5CC5,Components-smiles-stereo-oe.smi,Cc1ccc(C2CC2)c(-c2ccc3c(c2C)CCCO3)c1[C@H](OC1CC1)C(=O)O,resolved
U6Y,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](C(=O)NC2CC2)O)N3C[C@H](CC3=O)NC(=O)OCc4ccccc4,Components-smiles-stereo-oe.smi,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)C(=O)NC1CC1)N1C[C@@H](NC(=O)OCc2ccccc2)CC1=O,resolved
U76,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](C(=O)NC2CC2)O)N3C[C@H](CCC3=O)NC(=O)OCc4cc(cc(c4)F)F,Components-smiles-stereo-oe.smi,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)C(=O)NC1CC1)N1C[C@@H](NC(=O)OCc2cc(F)cc(F)c2)CCC1=O,resolved
U7W,C[C@H]1c2ccsc2CCN1C(=O)Cn3c4ccccc4nn3,Components-smiles-stereo-oe.smi,C[C@H]1c2ccsc2CCN1C(=O)Cn1nnc2ccccc21,resolved
U88,c1c(scn1)N(=O)=O,Components-smiles-stereo-oe.smi,O=[N+]([O-])c1cncs1,resolved
U9H,c1c(cncc1F)N2C(=O)C3(CC(C3)C4CCC4)NC2=O,Components-smiles-stereo-oe.smi,O=C1NC2(CC(C3CCC3)C2)C(=O)N1c1cncc(F)c1,resolved
UAX,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@@H](CC2CC2)C(=O)N[C@@H](C[C@H]3CCNC3=O)[C@@H](C(=O)NCc4ccccc4)O,Components-smiles-stereo-oe.smi,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@H]2CCNC2=O)[C@H](O)C(=O)NCc2ccccc2)c1=O,resolved
UC1,Cc1c(cco1)C(=S)Nc2ccc(c(c2)OCC=C(C)C)Cl,Components-smiles-stereo-oe.smi,CC(C)=CCOc1cc(NC(=S)c2ccoc2C)ccc1Cl,resolved
UC2,Cc1c(cco1)C(=S)Nc2ccc(c(c2)\C=N\OC(C)(C)C)Cl,Components-smiles-stereo-oe.smi,Cc1occc1C(=S)Nc1ccc(Cl)c(/C=N/OC(C)(C)C)c1,resolved
UC3,CC(C)OC(=O)c1cc(ccc1Cl)NC(=S)OC(C)C,Components-smiles-stereo-oe.smi,CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl,resolved
UC4,CC1=C(SCCO1)C(=O)Nc2ccc(c(c2)C(=O)OC(C)C)Cl,Components-smiles-stereo-oe.smi,CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1,resolved
UDR,Cc1cc(cc2c1OC(=O)N2C)/C(=C/CCCc3nnc(o3)C)/c4cc(c(c(c4)C(=O)SC)OC)C,Components-smiles-stereo-oe.smi,COc1c(C)cc(/C(=C\CCCc2nnc(C)o2)c2cc(C)c3oc(=O)n(C)c3c2)cc1C(=O)SC,resolved
UED,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)CO)NC(=O)OCc2ccccc2,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,resolved
UFT,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)F,Components-smiles-stereo-oe.smi,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2F)c(=O)[nH]1,resolved
UGD,c1cc(cc(c1)O[C@@H]2CC(=O)N2)NC(=O)Cc3cncnc3,Components-smiles-stereo-oe.smi,O=C(Cc1cncnc1)Nc1cccc(O[C@@H]2CC(=O)N2)c1,resolved
UGG,c1ccc(cc1)NC(=O)Cc2cncc3c2cccc3,Components-smiles-stereo-oe.smi,O=C(Cc1cncc2ccccc12)Nc1ccccc1,resolved
UGM,c1cc(cnc1)NC(=O)Cc2cc(cnc2)C#N,Components-smiles-stereo-oe.smi,N#Cc1cncc(CC(=O)Nc2cccnc2)c1,resolved
UGP,Cc1ccncc1NC(=O)Cc2cccc(c2)C#N,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)Cc1cccc(C#N)c1,resolved
UGS,COc1ccnc(c1)NC(=O)Cc2ccc3ccccc3c2,Components-smiles-stereo-oe.smi,COc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,resolved
UGV,c1cc(cnc1)NC(=O)Cc2ccc(s2)Cl,Components-smiles-stereo-oe.smi,O=C(Cc1ccc(Cl)s1)Nc1cccnc1,resolved
UH1,c1cc(cc(c1)C#N)CC(=O)Nc2cccnc2,Components-smiles-stereo-oe.smi,N#Cc1cccc(CC(=O)Nc2cccnc2)c1,resolved
UH4,Cc1ccc(s1)NC(=O)Nc2cccnc2,Components-smiles-stereo-oe.smi,Cc1ccc(NC(=O)Nc2cccnc2)s1,resolved
UH7,Cc1ccncc1NC(=O)Cc2cccc(c2)Cl,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,resolved
UHA,Cc1ccncc1NC(=O)[C@H](C)c2cccc(c2)Cl,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)[C@H](C)c1cccc(Cl)c1,resolved
