component_id,source_smiles,source_name,canonical_smiles,chemical_status
006,Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@@H](C(=O)N3CSC([C@H]3C(=O)N[C@H]4c5ccccc5C[C@H]4O)(C)C)O)C,Components-smiles-stereo-oe.smi,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,resolved
010,c1ccc(cc1)CO,Components-smiles-stereo-oe.smi,OCc1ccccc1,resolved
016,Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](C(=O)N3CSC([C@H]3C(=O)N[C@H]4c5ccccc5C[C@H]4O)(C)C)O)C,Components-smiles-stereo-oe.smi,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,resolved
017,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,Components-smiles-stereo-oe.smi,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,resolved
02J,Cc1cc(no1)C(=O)O,Components-smiles-stereo-oe.smi,Cc1cc(C(=O)O)no1,resolved
031,COc1ccc(cc1)S(=O)(=O)[N@@](C[C@H]2CCC(=O)N2)C[C@H]([C@H](Cc3ccccc3)NC(=O)O[C@@H]4C[C@@H]5CCO[C@@H]5C4)O,Components-smiles-stereo-oe.smi,COc1ccc(S(=O)(=O)N(C[C@H]2CCC(=O)N2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3CCO[C@@H]3C2)cc1,resolved
03G,CC1(CC(CC(N1)(C)C)NC(=O)C(=O)Nc2ccc(cc2)Cl)C,Components-smiles-stereo-oe.smi,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC(C)(C)N1,resolved
04R,C1CCc2c(c(nn2CC(=O)O)C(F)(F)F)C1,Components-smiles-stereo-oe.smi,O=C(O)Cn1nc(C(F)(F)F)c2c1CCCC2,resolved
05R,c1cc(c(cc1CC(=O)O)Cl)Cl,Components-smiles-stereo-oe.smi,O=C(O)Cc1ccc(Cl)c(Cl)c1,resolved
065,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc5c(c4)OCO5,Components-smiles-stereo-oe.smi,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2,resolved
06B,COc1ccc(c(c1C(=O)O)OC)Br,Components-smiles-stereo-oe.smi,COc1ccc(Br)c(OC)c1C(=O)O,resolved
06I,Cc1c(ncs1)COc2cc(cc(c2)Cl)C3=CC(=CN(C3=O)c4cccnc4)C5=CNC(=O)NC5=O,Components-smiles-stereo-oe.smi,Cc1scnc1COc1cc(Cl)cc(-c2cc(-c3c[nH]c(=O)[nH]c3=O)cn(-c3cccnc3)c2=O)c1,resolved
06Q,c1ccc(cc1)CNC(=O)[C@H]([C@H](C[C@@H]2CCCNC2=O)NC(=O)[C@H](Cc3ccc(cc3)F)NC(=O)c4cc5ccccc5o4)O,Components-smiles-stereo-oe.smi,O=C(N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)[C@H](O)C(=O)NCc1ccccc1)c1cc2ccccc2o1,resolved
06Y,c1ccc(cc1)OCC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)COc1ccccc1,resolved
075,CC1([C@H](N(CS1)C(=O)[C@H]([C@H](Cc2ccccc2)NC(=O)[C@H](CS(=O)(=O)C)NC(=O)COc3cccc4c3ccnc4)O)C(=O)N[C@H]5c6ccccc6C[C@H]5O)C,Components-smiles-stereo-oe.smi,CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CS(C)(=O)=O)NC(=O)COc2cccc3cnccc23)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,resolved
076,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H]([C@@H]2[C@H](O2)Cc3ccccc3)O)NC(=O)COc4ccccc4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)COc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1O[C@@H]1Cc1ccccc1,resolved
079,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H]([C@@H]([C@@H](Cc2ccccc2)O)N)O)NC(=O)COc3ccccc3,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)COc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](N)[C@H](O)Cc1ccccc1,resolved
07L,c1cc2c(cc1O)OC(=O)C=C2,Components-smiles-stereo-oe.smi,O=c1ccc2ccc(O)cc2o1,resolved
0A9,COC(=O)[C@H](Cc1ccccc1)N,Components-smiles-stereo-oe.smi,COC(=O)[C@@H](N)Cc1ccccc1,resolved
0AX,c1ccc(cc1)CNC(=O)[C@@H]([C@H](C[C@@H]2CCCNC2=O)NC(=O)[C@H](CC3CCCCC3)NC(=O)c4cc5ccccc5o4)O,Components-smiles-stereo-oe.smi,O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)[C@@H](O)C(=O)NCc1ccccc1)c1cc2ccccc2o1,resolved
0BO,c1ccc2c(c1)cc(o2)C(=O)N[C@@H](CC3CCCCC3)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)[C@H](C(=O)NC5CC5)O,Components-smiles-stereo-oe.smi,O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)[C@@H](O)C(=O)NC1CC1)c1cc2ccccc2o1,resolved
0E8,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](CNC[C@H]([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)O)O,Components-smiles-stereo-oe.smi,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,resolved
0EN,CC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)c3ccco3,Components-smiles-stereo-oe.smi,CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,resolved
0HN,c1cc2c(cc1C(=O)O)OCO2,Components-smiles-stereo-oe.smi,O=C(O)c1ccc2c(c1)OCO2,resolved
0IF,c1cc(c(c(c1)F)C#N)N,Components-smiles-stereo-oe.smi,N#Cc1c(N)cccc1F,resolved
0JV,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@@H]2C[C@H]3[C@@H](C2)OC[C@H]3NC(=O)OC)O)S(=O)(=O)c4ccc(cc4)OC,Components-smiles-stereo-oe.smi,COC(=O)N[C@@H]1CO[C@@H]2C[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)C[C@H]12,resolved
0JY,CC(C)(C)C[C@@H](C(=O)O)N,Components-smiles-stereo-oe.smi,CC(C)(C)C[C@H](N)C(=O)O,resolved
0KJ,CC[C@H](C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)OC[C@@H]2CCC(=O)N2)O)S(=O)(=O)c3ccc4c(c3)scn4,Components-smiles-stereo-oe.smi,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H]1CCC(=O)N1)S(=O)(=O)c1ccc2ncsc2c1,resolved
0KU,Cc1c(sc(n1)[C@H]([C@@H]2CCCCN2)NC(=O)C(=O)Nc3ccc(cc3)Cl)CO,Components-smiles-stereo-oe.smi,Cc1nc([C@@H](NC(=O)C(=O)Nc2ccc(Cl)cc2)[C@@H]2CCCCN2)sc1CO,resolved
0KW,Cc1c(sc(n1)[C@H]([C@@H]2CCCCN2)NC(=O)C(=O)Nc3ccc(cc3)Cl)CCO,Components-smiles-stereo-oe.smi,Cc1nc([C@@H](NC(=O)C(=O)Nc2ccc(Cl)cc2)[C@@H]2CCCCN2)sc1CCO,resolved
0L9,Cc1c(c(c2cc(ccc2n1)Br)c3ccc(cc3)Cl)[C@@H](C(=O)O)OC,Components-smiles-stereo-oe.smi,CO[C@H](C(=O)O)c1c(C)nc2ccc(Br)cc2c1-c1ccc(Cl)cc1,resolved
0LJ,[H]/N=C(/N)\N[C@@H]1Cc2ccccc2[C@H]1NC(=O)C(=O)Nc3ccc(c(c3)F)Cl,Components-smiles-stereo-oe.smi,[H]/N=C(/N)N[C@@H]1Cc2ccccc2[C@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,resolved
0LK,[H]/N=C(\N)/N[C@H]1Cc2ccccc2[C@@H]1NC(=O)C(=O)Nc3ccc(c(c3)F)Cl,Components-smiles-stereo-oe.smi,[H]/N=C(\N)N[C@H]1Cc2ccccc2[C@@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,resolved
0LL,c1ccc2c(c1)C[C@@H]([C@H]2NC(=O)C(=O)Nc3ccc(c(c3)F)Cl)N,Components-smiles-stereo-oe.smi,N[C@H]1Cc2ccccc2[C@@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,resolved
0LM,CC1(CC(CC(N1C)(C)C)NC(=O)C(=O)Nc2ccc(c(c2)F)Cl)C,Components-smiles-stereo-oe.smi,CN1C(C)(C)CC(NC(=O)C(=O)Nc2ccc(Cl)c(F)c2)CC1(C)C,resolved
0LO,c1ccc(cc1)c2cc(cnc2)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)c1cncc(-c2ccccc2)c1,resolved
0LQ,c1ccc(cc1)C(c2ccccc2)N3[C@H]4CNC[C@@H]4N(C(=O)C3=O)C(c5ccccc5)c6ccccc6,Components-smiles-stereo-oe.smi,O=C1C(=O)N(C(c2ccccc2)c2ccccc2)[C@H]2CNC[C@@H]2N1C(c1ccccc1)c1ccccc1,resolved
0LY,CC1(CC(CC(N1)(C)C)NC(=O)C(=O)Nc2ccc(cc2)Br)C,Components-smiles-stereo-oe.smi,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Br)cc2)CC(C)(C)N1,resolved
0LZ,c1ccc2c(c1)CCN[C@@H]2CNC(=O)C(=O)Nc3ccc(c(c3)F)Cl,Components-smiles-stereo-oe.smi,O=C(NC[C@H]1NCCc2ccccc21)C(=O)Nc1ccc(Cl)c(F)c1,resolved
0M1,CC1(O[C@H]([C@@H](O1)CNC(=O)C(=O)Nc2ccc(c(c2)F)Cl)CN)C,Components-smiles-stereo-oe.smi,CC1(C)O[C@@H](CN)[C@H](CNC(=O)C(=O)Nc2ccc(Cl)c(F)c2)O1,resolved
0M4,c1cc(c(cc1NC(=O)C(=O)NC[C@@]23CCC[C@@H]2CNC3)F)Cl,Components-smiles-stereo-oe.smi,O=C(NC[C@@]12CCC[C@@H]1CNC2)C(=O)Nc1ccc(Cl)c(F)c1,resolved
0M5,c1cc(c(cc1NC(=O)C(=O)NC[C@H]2CCN(C2)C3CC3)F)Cl,Components-smiles-stereo-oe.smi,O=C(NC[C@H]1CCN(C2CC2)C1)C(=O)Nc1ccc(Cl)c(F)c1,resolved
0NX,c1ccc(cc1)c2cc(no2)CO,Components-smiles-stereo-oe.smi,OCc1cc(-c2ccccc2)on1,resolved
0OE,c1cc(cc(c1)Cl)c2c(cn[nH]2)c3nc4cc(ccc4n3CCCn5ccnc5)c6ccc(cc6)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)c1ccc(-c2ccc3c(c2)nc(-c2cn[nH]c2-c2cccc(Cl)c2)n3CCCn2ccnc2)cc1,resolved
0OF,CCN1c2ccc(cc2N(C(=O)[C@H](C1=O)c3cc(cc(c3)O)c4cccnc4)c5ccccc5)C(F)(F)F,Components-smiles-stereo-oe.smi,CCN1C(=O)[C@H](c2cc(O)cc(-c3cccnc3)c2)C(=O)N(c2ccccc2)c2cc(C(F)(F)F)ccc21,resolved
0OG,CCc1cc(n(n1)c2ccc3c(c2)nc(n3CC4=CNC(=O)C=C4)c5cc(ccc5O)C(=O)O)c6ccc(o6)C,Components-smiles-stereo-oe.smi,CCc1cc(-c2ccc(C)o2)n(-c2ccc3c(c2)nc(-c2cc(C(=O)O)ccc2O)n3Cc2ccc(=O)[nH]c2)n1,resolved
0OI,CNC(=O)Nc1ccccc1F,Components-smiles-stereo-oe.smi,CNC(=O)Nc1ccccc1F,resolved
0Q4,CCCC[C@@H](C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)N,Components-smiles-stereo-oe.smi,CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCNC(N)=[NH2+])C(C)C)C(N)=O,resolved
0TI,c1cc2c(cc1F)[C@H](C(=O)N2)O,Components-smiles-stereo-oe.smi,O=C1Nc2ccc(F)cc2[C@H]1O,resolved
0TQ,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc5c(c4)/C(=C(\C)/NC)/C(=O)N5,Components-smiles-stereo-oe.smi,CN/C(C)=C1\C(=O)Nc2ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)cc21,resolved
0ZQ,CC(C)(C)OC(=O)N[C@H](CCN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)Cc3ccccc3,Components-smiles-stereo-oe.smi,CC(C)(C)OC(=O)N[C@H](CCN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)Cc1ccccc1,resolved
0ZR,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](CN[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc3ccccc3)C(=O)N)O,Components-smiles-stereo-oe.smi,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,resolved
0ZS,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](CN[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N)O,Components-smiles-stereo-oe.smi,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,resolved
0ZT,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](CN[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N)O,Components-smiles-stereo-oe.smi,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,resolved
100,c1cc2c(cc1Cl)c(c[nH]2)C(=O)/C=C(/c3n[nH]nn3)\O,Components-smiles-stereo-oe.smi,O=C(/C=C(\O)c1nn[nH]n1)c1c[nH]c2ccc(Cl)cc12,resolved
146,c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=O)N2Cc3cccc(c3)C(=O)Nc4[nH]c5ccccc5n4)Cc6cccc(c6)C(=O)Nc7[nH]c8ccccc8n7)Cc9ccccc9)O)O,Components-smiles-stereo-oe.smi,O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,resolved
14N,CN1CCN(CC1)c2ccc(cc2)C(=O)O,Components-smiles-stereo-oe.smi,CN1CCN(c2ccc(C(=O)O)cc2)CC1,resolved
15P,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Components-smiles-stereo-oe.smi,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,resolved
16B,C1=CN(C(=O)N=C1NO)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Components-smiles-stereo-oe.smi,O=c1nc(NO)ccn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,resolved
185,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)CO)Br)C)C#N,Components-smiles-stereo-oe.smi,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(CO)c1Br,resolved
189,Cc1cccc(c1OCC(=O)N(Cc2ccccc2)C[C@H]3CNC[C@@H]3C[N@@](CC(C)C)S(=O)(=O)c4ccccc4)C,Components-smiles-stereo-oe.smi,Cc1cccc(C)c1OCC(=O)N(Cc1ccccc1)C[C@H]1CNC[C@@H]1CN(CC(C)C)S(=O)(=O)c1ccccc1,resolved
190,Cc1cccc(c1OCC(=O)N[C@@H](Cc2cccc(c2)Br)[C@@H](C[C@H](CC(C)C)S(=O)(=O)c3ccc(cc3)F)O)C,Components-smiles-stereo-oe.smi,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1cccc(Br)c1)[C@H](O)C[C@H](CC(C)C)S(=O)(=O)c1ccc(F)cc1,resolved
1AH,CC(C)(C)[C@@H](C(=O)N[N@](Cc1ccc(cc1)Br)C[C@@](Cc2ccccc2)(C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)NC(=O)OC,Components-smiles-stereo-oe.smi,COC(=O)N[C@H](C(=O)NN(Cc1ccc(Br)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,resolved
1B0,Cc1c(c2ccccc2[nH]1)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(C)c4ccccc4,Components-smiles-stereo-oe.smi,Cc1[nH]c2ccccc2c1CC(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)c1ccccc1,resolved
1BT,Cc1cc(cc(c1Nc2nc3c(c(n2)Nc4ccc5c(c4)ncs5)nc[nH]3)C)/C=C/C#N,Components-smiles-stereo-oe.smi,Cc1cc(/C=C/C#N)cc(C)c1Nc1nc(Nc2ccc3scnc3c2)c2nc[nH]c2n1,resolved
1C1,c1ccc2c(c1)C[C@@H]([C@H]2NC(=O)C(=O)Nc3ccc(c(c3)F)Cl)CNC(=[NH2+])N,Components-smiles-stereo-oe.smi,NC(=[NH2+])NC[C@H]1Cc2ccccc2[C@@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,resolved
1F1,c1cc(cc2c1cc[nH]2)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)c1ccc2cc[nH]c2c1,resolved
1F6,CN1c2ccc(cc2N(C(=O)/C(=C\NCCOC)/C1=O)c3ccccc3)C(F)(F)F,Components-smiles-stereo-oe.smi,COCCN/C=C1/C(=O)N(C)c2ccc(C(F)(F)F)cc2N(c2ccccc2)C1=O,resolved
1FD,c1cc(ccc1CN)OC(F)(F)F,Components-smiles-stereo-oe.smi,NCc1ccc(OC(F)(F)F)cc1,resolved
1FE,c1cc2c(cc1NC(=O)CN)NC(=O)N2,Components-smiles-stereo-oe.smi,NCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,resolved
1FF,Cn1c(c(cn1)C(=O)O)c2ccccc2,Components-smiles-stereo-oe.smi,Cn1ncc(C(=O)O)c1-c1ccccc1,resolved
1FG,CN(CC1=NC(=O)c2ccccc2N1)CC(=O)N3CCCc4c3cccc4,Components-smiles-stereo-oe.smi,CN(CC(=O)N1CCCc2ccccc21)Cc1nc(=O)c2ccccc2[nH]1,resolved
1HC,C=CC(=O)N,Components-smiles-stereo-oe.smi,C=CC(N)=O,resolved
1HF,c1cc(oc1)/C=C\2/C(=O)N/C(=N/N=C/3\c4cc(ccc4NC3=O)S(=O)(=O)O)/S2,Components-smiles-stereo-oe.smi,O=C1N/C(=N/N=C2/C(=O)Nc3ccc(S(=O)(=O)O)cc32)S/C1=C\c1ccco1,resolved
1I1,c1nc(c2c(n1)n(cn2)CCN[C@@H](CO)C(=O)NP(=O)(O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2CCN[C@@H](CO)C(=O)NP(=O)(O)O,resolved
1I4,C[C@H](Cn1cnc2c1ncnc2N)N(CCP(=O)(O)O)CC(=O)O,Components-smiles-stereo-oe.smi,C[C@H](Cn1cnc2c(N)ncnc21)N(CCP(=O)(O)O)CC(=O)O,resolved
1IA,c1nc(c2c(n1)n(cn2)CCN[C@@H](CP(=O)(O)O)C(=O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2CCN[C@@H](CP(=O)(O)O)C(=O)O,resolved
1IH,c1nc(c2c(n1)n(cn2)CCN[C@H](CP(=O)(O)O)C(=O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2CCN[C@H](CP(=O)(O)O)C(=O)O,resolved
1IK,c1nc(c2c(n1)n(cn2)CCCN[C@H](CP(=O)(O)O)C(=O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2CCCN[C@H](CP(=O)(O)O)C(=O)O,resolved
1IN,C[C@H]1CC[C@H]([C@H]1NC(=O)[C@H](Cc2ccccc2)C[C@@H](C[N@@]3CCN(C[C@H]3C(=O)NC(C)(C)C)C(=O)CCc4cccnc4)O)O,Components-smiles-stereo-oe.smi,C[C@H]1CC[C@@H](O)[C@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(C(=O)CCc2cccnc2)C[C@H]1C(=O)NC(C)(C)C,resolved
1IO,c1nc(c2c(n1)n(cn2)CCO[C@H](CP(=O)(O)O)C(=O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2CCO[C@H](CP(=O)(O)O)C(=O)O,resolved
1JR,c1ccc(cc1)c2c3c(n[nH]2)C(=O)N[C@H]3c4cccnc4,Components-smiles-stereo-oe.smi,O=C1N[C@@H](c2cccnc2)c2c1n[nH]c2-c1ccccc1,resolved
1KK,c1nc(c2c(n1)n(cn2)CCCO[C@H](CP(=O)(O)O)C(=O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2CCCO[C@H](CP(=O)(O)O)C(=O)O,resolved
1LQ,c1ccc2c(c1)c(ncn2)N,Components-smiles-stereo-oe.smi,Nc1ncnc2ccccc12,resolved
1MA,[H]/N=C\1/c2c(n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=CN1C,Components-smiles-stereo-oe.smi,[H]/N=c1/c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1C,resolved
1ML,CC1CCC(CC1)C(=O)N(c2ccc(cc2C(=O)O)Oc3ccc(cc3)NC(=O)c4ccc(cc4)OC)C(C)C,Components-smiles-stereo-oe.smi,COc1ccc(C(=O)Nc2ccc(Oc3ccc(N(C(=O)C4CCC(C)CC4)C(C)C)c(C(=O)O)c3)cc2)cc1,resolved
1N7,C[C@H](CCC(=O)NCCC[N+](C)(C)CC(CS(=O)(=O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,Components-smiles-stereo-oe.smi,C[C@H](CCC(=O)NCCC[N+](C)(C)CC(O)CS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,resolved
1OP,c1cc(ccc1C[C@@H](C(=O)O)N)OCCCCCO,Components-smiles-stereo-oe.smi,N[C@@H](Cc1ccc(OCCCCCO)cc1)C(=O)O,resolved
1QP,CCOC(=O)c1cnn2c1cccc2,Components-smiles-stereo-oe.smi,CCOC(=O)c1cnn2ccccc12,resolved
1RE,CC(C)CCOc1cc(ccc1C#N)Nc2nc(nc(n2)OCCN3CCOCC3)OC,Components-smiles-stereo-oe.smi,COc1nc(Nc2ccc(C#N)c(OCCC(C)C)c2)nc(OCCN2CCOCC2)n1,resolved
1RP,C1=C(N=C(C(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)N)F,Components-smiles-stereo-oe.smi,NC(=O)c1nc(F)cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1=O,resolved
1RY,C1[C@H](O[C@H](S1)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=C(C(=NC2=O)N)F,Components-smiles-stereo-oe.smi,Nc1nc(=O)n([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1F,resolved
1RZ,C1[C@H](O[C@H](S1)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=CC(=NC2=O)N,Components-smiles-stereo-oe.smi,Nc1ccn([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,resolved
1S0,C1[C@H]([C@@H](O[C@@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Components-smiles-stereo-oe.smi,Nc1ccn([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,resolved
1SQ,c1ccc2c(c1)ccnc2N,Components-smiles-stereo-oe.smi,Nc1nccc2ccccc12,resolved
1TD,c1ccc2c(c1)/C(=C\c3cccc(c3)C(=O)O)/C(=O)N2,Components-smiles-stereo-oe.smi,O=C1Nc2ccccc2/C1=C\c1cccc(C(=O)O)c1,resolved
1UN,Cc1c(cccc1O)C(=O)N[C@@H](CSc2ccccc2)[C@@H](C[N@@]3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,Components-smiles-stereo-oe.smi,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,resolved
1YQ,c1cc(cc(c1)Oc2ccc(cc2OCCN3C=CC(=O)NC3=O)Cl)/C=C/C#N,Components-smiles-stereo-oe.smi,N#C/C=C/c1cccc(Oc2ccc(Cl)cc2OCCn2ccc(=O)[nH]c2=O)c1,resolved
