entry_id,deposited_model_num,label_asym_id,component_id,auth_asym_id,auth_seq_id,insertion_code_normalized,mapping_reason_class,algorithm_queue,preflight_mapping_status,heavy_atoms_structural,heavy_atoms_reference,heavy_atoms_mapped,heavy_atom_mapping_fraction,remediation_status,notes
4I54,1,C,1C1,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,27,0.964286,pending,Stage 2I QC-controlled mapping deferral
4I54,1,M,1C1,B,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,27,0.964286,pending,Stage 2I QC-controlled mapping deferral
4ID5,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
4IDK,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
4IFV,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
4IFY,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
4IG3,1,C,T27,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
4INB,1,B,1F6,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,24,0.8,pending,Stage 2I QC-controlled mapping deferral
4KFB,1,I,T27,A,607,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
4KKO,1,C,1RE,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
4KO0,1,C,JLJ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,19,0.826087,pending,Stage 2I QC-controlled mapping deferral
4LSL,1,C,1YQ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,26,0.896552,pending,Stage 2I QC-controlled mapping deferral
4LSN,1,C,1YR,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,27,0.9,pending,Stage 2I QC-controlled mapping deferral
4MFB,1,C,29T,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
4NCG,1,C,2KW,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
4NJU,1,E,TPV,A,500,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,24,0.571429,pending,Stage 2I QC-controlled mapping deferral
4NJU,1,F,TPV,C,500,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,24,0.571429,pending,Stage 2I QC-controlled mapping deferral
4O44,1,C,2RS,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
4O4G,1,C,2RT,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,24,0.96,pending,Stage 2I QC-controlled mapping deferral
4OVL,1,J,1TD,A,308,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,10,0.5,pending,Stage 2I QC-controlled mapping deferral
4OVL,1,S,1TD,B,308,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,10,0.5,pending,Stage 2I QC-controlled mapping deferral
4RW4,1,C,494,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,27,0.9,pending,Stage 2I QC-controlled mapping deferral
4RW6,1,C,494,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,27,0.9,pending,Stage 2I QC-controlled mapping deferral
4RW7,1,C,3X6,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,26,0.896552,pending,Stage 2I QC-controlled mapping deferral
4RW8,1,C,3X6,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,26,0.896552,pending,Stage 2I QC-controlled mapping deferral
4RW9,1,C,3X6,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,26,0.896552,pending,Stage 2I QC-controlled mapping deferral
4WE1,1,C,3LQ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,29,0.966667,pending,Stage 2I QC-controlled mapping deferral
5AGZ,1,D,QHA,A,1101,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,47,47,46,0.978723,pending,Stage 2I QC-controlled mapping deferral
5AHA,1,D,ZLP,A,1101,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,47,47,45,0.957447,pending,Stage 2I QC-controlled mapping deferral
5AHB,1,D,J5L,A,1101,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,48,48,46,0.958333,pending,Stage 2I QC-controlled mapping deferral
5C24,1,C,4XO,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,27,0.931034,pending,Stage 2I QC-controlled mapping deferral
5C25,1,C,639,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,28,0.933333,pending,Stage 2I QC-controlled mapping deferral
5C42,1,C,29T,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
5FA2,1,L,SCN,A,613,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,3,3,2,0.666667,pending,Stage 2I QC-controlled mapping deferral
5FDL,1,C,5DV,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,27,0.964286,pending,Stage 2I QC-controlled mapping deferral
5J2M,1,H,6FN,A,604,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
5K14,1,C,IB1,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,27,27,26,0.962963,pending,Stage 2I QC-controlled mapping deferral
5KQZ,1,C,0Q4,B,101,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
5OI2,1,F,9VN,A,305,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,22,0.758621,pending,Stage 2I QC-controlled mapping deferral
5OI5,1,B,9VK,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,22,0.758621,pending,Stage 2I QC-controlled mapping deferral
5OI8,1,C,9VN,A,302,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,22,0.758621,pending,Stage 2I QC-controlled mapping deferral
5OIA,1,D,9VK,A,303,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,22,0.758621,pending,Stage 2I QC-controlled mapping deferral
5R82,1,B,RZS,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,10,0.909091,pending,Stage 2I QC-controlled mapping deferral
5REU,1,E,T4D,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,19,0.95,pending,Stage 2I QC-controlled mapping deferral
5RF2,1,E,HVB,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,5,5,4,0.8,pending,Stage 2I QC-controlled mapping deferral
5RF6,1,E,NTG,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,15,15,14,0.933333,pending,Stage 2I QC-controlled mapping deferral
5RFE,1,E,JGG,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
5RFG,1,E,T6V,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,17,17,11,0.647059,pending,Stage 2I QC-controlled mapping deferral
5RFM,1,E,T7J,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,12,0.666667,pending,Stage 2I QC-controlled mapping deferral
5RFN,1,E,T7P,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,12,0.666667,pending,Stage 2I QC-controlled mapping deferral
5RG1,1,E,T9J,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,18,0.9,pending,Stage 2I QC-controlled mapping deferral
5RG2,1,E,T9M,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,14,14,13,0.928571,pending,Stage 2I QC-controlled mapping deferral
5RG3,1,F,T9P,A,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,15,15,14,0.933333,pending,Stage 2I QC-controlled mapping deferral
5RGH,1,E,U0M,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,14,14,8,0.571429,pending,Stage 2I QC-controlled mapping deferral
5RGW,1,B,UGM,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
5RGX,1,B,UGP,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,19,19,18,0.947368,pending,Stage 2I QC-controlled mapping deferral
5RGZ,1,B,UH1,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
5RH8,1,F,UHM,A,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,19,19,18,0.947368,pending,Stage 2I QC-controlled mapping deferral
5RLG,1,C,VW1,B,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,14,14,13,0.928571,pending,Stage 2I QC-controlled mapping deferral
5RME,1,C,RYM,B,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
5S1A,1,C,WPS,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,9,9,8,0.888889,pending,Stage 2I QC-controlled mapping deferral
5S1A,1,D,WPS,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,9,9,8,0.888889,pending,Stage 2I QC-controlled mapping deferral
5S1I,1,C,WQ4,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,9,9,8,0.888889,pending,Stage 2I QC-controlled mapping deferral
5S1K,1,C,WQ7,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,10,10,9,0.9,pending,Stage 2I QC-controlled mapping deferral
5S1U,1,C,WQM,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,5,0.454545,pending,Stage 2I QC-controlled mapping deferral
5S2J,1,C,JGG,B,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
5S3I,1,C,W1P,B,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,13,13,7,0.538462,pending,Stage 2I QC-controlled mapping deferral
5S3K,1,C,RZS,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,10,0.909091,pending,Stage 2I QC-controlled mapping deferral
5S3Q,1,C,W2A,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,13,13,12,0.923077,pending,Stage 2I QC-controlled mapping deferral
5S3Q,1,D,W2A,B,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,13,13,12,0.923077,pending,Stage 2I QC-controlled mapping deferral
5S3Q,1,E,W2A,B,602,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,13,13,12,0.923077,pending,Stage 2I QC-controlled mapping deferral
5S40,1,C,HHQ,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,8,8,2,0.25,pending,Stage 2I QC-controlled mapping deferral
5S41,1,C,HGQ,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,8,8,7,0.875,pending,Stage 2I QC-controlled mapping deferral
5S43,1,C,UUJ,B,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,10,10,9,0.9,pending,Stage 2I QC-controlled mapping deferral
5S46,1,C,HYN,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,7,7,6,0.857143,pending,Stage 2I QC-controlled mapping deferral
5S47,1,C,BAQ,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,6,6,5,0.833333,pending,Stage 2I QC-controlled mapping deferral
5S47,1,D,BAQ,A,402,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,6,6,5,0.833333,pending,Stage 2I QC-controlled mapping deferral
5S4C,1,C,W3J,A,501,,P8_NO_MCS_MAPPING,QUEUE_FRAGMENT_REVIEW,failed,,,,,pending,Stage 2I QC-controlled mapping deferral
5S4C,1,D,W3J,A,502,,P8_NO_MCS_MAPPING,QUEUE_FRAGMENT_REVIEW,failed,,,,,pending,Stage 2I QC-controlled mapping deferral
5S4C,1,E,W3J,A,503,,P8_NO_MCS_MAPPING,QUEUE_FRAGMENT_REVIEW,failed,,,,,pending,Stage 2I QC-controlled mapping deferral
5S4C,1,H,W3J,B,601,,P8_NO_MCS_MAPPING,QUEUE_FRAGMENT_REVIEW,failed,,,,,pending,Stage 2I QC-controlled mapping deferral
5S4C,1,I,W3J,B,602,,P8_NO_MCS_MAPPING,QUEUE_FRAGMENT_REVIEW,failed,,,,,pending,Stage 2I QC-controlled mapping deferral
5S4E,1,D,W3M,A,902,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,7,7,6,0.857143,pending,Stage 2I QC-controlled mapping deferral
5S4E,1,E,W3M,A,903,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,7,7,6,0.857143,pending,Stage 2I QC-controlled mapping deferral
5S4E,1,F,W3M,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,7,7,6,0.857143,pending,Stage 2I QC-controlled mapping deferral
5SKW,1,B,LF6,D,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,14,14,8,0.571429,pending,Stage 2I QC-controlled mapping deferral
5SLS,1,G,SZE,D,606,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,15,15,14,0.933333,pending,Stage 2I QC-controlled mapping deferral
5SM2,1,G,LQ3,D,606,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,5,0.454545,pending,Stage 2I QC-controlled mapping deferral
5SM2,1,H,LQ3,D,607,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,11,11,5,0.454545,pending,Stage 2I QC-controlled mapping deferral
5SM5,1,G,S5J,D,606,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,17,17,16,0.941176,pending,Stage 2I QC-controlled mapping deferral
5SMC,1,G,LRF,D,606,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,14,14,13,0.928571,pending,Stage 2I QC-controlled mapping deferral
5SMC,1,H,LRF,D,607,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,14,14,13,0.928571,pending,Stage 2I QC-controlled mapping deferral
5SMN,1,E,O4F,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,20,0.952381,pending,Stage 2I QC-controlled mapping deferral
5TER,1,C,7AY,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
5TW3,1,C,7N1,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
5VQQ,1,C,9JP,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
5VQR,1,C,9KG,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,35,0.945946,pending,Stage 2I QC-controlled mapping deferral
5VQS,1,C,9KD,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,34,0.944444,pending,Stage 2I QC-controlled mapping deferral
5VQT,1,C,9K7,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
5VQU,1,C,9JP,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
5VQV,1,C,9J1,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
5VQW,1,C,9KD,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,34,0.944444,pending,Stage 2I QC-controlled mapping deferral
5VQX,1,C,9HY,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
5VQY,1,C,9J1,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
5VQZ,1,C,9HY,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
5WLO,1,F,GR7,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,44,44,24,0.545455,pending,Stage 2I QC-controlled mapping deferral
5XN1,1,H,ET9,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
5XN1,1,L,ET9,C,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
6AMO,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AMO,1,T,D4T,C,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AN2,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AN2,1,V,D4T,C,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AN8,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AN8,1,U,D4T,C,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6ANQ,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6ANQ,1,U,D4T,C,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6ASW,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6ASW,1,U,D4T,C,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AVM,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AVM,1,U,D4T,C,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AVT,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6AVT,1,U,D4T,C,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6BSG,1,E,EFZ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
6BSH,1,E,EFZ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
6BSI,1,E,EFZ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
6BSJ,1,E,EFZ,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
6C0J,1,C,K5A,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,38,38,37,0.973684,pending,Stage 2I QC-controlled mapping deferral
6C0K,1,C,K5A,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,38,38,37,0.973684,pending,Stage 2I QC-controlled mapping deferral
6C0L,1,C,K5A,A,601,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,38,38,37,0.973684,pending,Stage 2I QC-controlled mapping deferral
6C0N,1,C,K5C,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,37,0.925,pending,Stage 2I QC-controlled mapping deferral
6C0O,1,C,K5C,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,37,0.925,pending,Stage 2I QC-controlled mapping deferral
6C0P,1,C,K5C,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,37,0.925,pending,Stage 2I QC-controlled mapping deferral
6C0R,1,C,K5C,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,37,0.925,pending,Stage 2I QC-controlled mapping deferral
6DIF,1,G,TPV,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,24,0.571429,pending,Stage 2I QC-controlled mapping deferral
6DIL,1,G,TPV,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,24,0.571429,pending,Stage 2I QC-controlled mapping deferral
6DTW,1,C,H9Y,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,30,0.967742,pending,Stage 2I QC-controlled mapping deferral
6DTX,1,C,H9Y,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,30,0.967742,pending,Stage 2I QC-controlled mapping deferral
6DUF,1,C,K5C,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,37,0.925,pending,Stage 2I QC-controlled mapping deferral
6DUG,1,C,K5C,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,37,0.925,pending,Stage 2I QC-controlled mapping deferral
6DUH,1,C,K5C,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,37,0.925,pending,Stage 2I QC-controlled mapping deferral
6ELI,1,C,T27,A,701,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,28,28,24,0.857143,pending,Stage 2I QC-controlled mapping deferral
6IKA,1,G,ET9,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
6IKA,1,K,ET9,C,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
6IXD,1,E,B0F,B,101,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6KDM,1,I,ET9,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
6KDM,1,M,ET9,C,602,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
6MU6,1,Y,JYV,G,638,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,44,44,43,0.977273,pending,Stage 2I QC-controlled mapping deferral
6MU7,1,Z,JYY,G,637,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,41,41,40,0.97561,pending,Stage 2I QC-controlled mapping deferral
6O48,1,F,0Q4,B,201,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
6O57,1,D,2NC,B,201,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
6O5A,1,C,2NC,A,201,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
6O5X,1,I,0Q4,B,101,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
6O5X,1,R,0Q4,D,101,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
